transaction_id,date,produit,quantite,prix_unitaire,client_id,ville,region,canal_vente,mode_paiement,statut,montant_total
TXN007713,2024-10-04 16:00:00,Arachide,49,599,CLI0062,Lomé,Maritime,Export,Chèque,Livrée,29351
TXN007714,2024-10-04 18:00:00,Igname,82,2346,CLI0460,Tône,Savanes,Marché local,Chèque,Annulée,192372
TXN007715,2024-10-04 20:00:00,Haricot,48,1744,CLI0240,Cinkassé,Savanes,Marché local,Crédit,Livrée,83712
TXN007716,2024-10-04 22:00:00,Sorgho,97,307,CLI0190,Niamtougou,Kara,Coopérative,Crédit,Livrée,29779
TXN007717,2024-10-05 00:00:00,Igname,43,2184,CLI0146,Niamtougou,Kara,Coopérative,Chèque,Livrée,93912
TXN007718,2024-10-05 02:00:00,Manioc,6,2197,CLI0492_DUP,Niamtougou,Kara,Grossiste,Crédit,Annulée,13182
TXN007719,2024-10-05 04:00:00,Manioc,81,351,CLI0292,Sokodé,Centrale,Vente directe,Mobile Money,Livrée,28431
TXN007720,2024-10-05 06:00:00,Arachide,68,1105,CLI0060,Tône,Savanes,Export,Espèces,Retardée,75140
TXN007721,2024-10-05 08:00:00,Igname,14,1049,CLI0473,Aného,Maritime,Marché local,Chèque,Livrée,14686
TXN007722,2024-10-05 10:00:00,Riz,30,2192,CLI0073,Lomé,Maritime,Coopérative,Mobile Money,Livrée,65760
TXN007723,2024-10-05 12:00:00,Sorgho,84,226,CLI0239,Tchamba,Centrale,Vente directe,Mobile Money,Livrée,18984
TXN007724,2024-10-05 14:00:00,Haricot,8,318,CLI0416,Kpalimé,Plateaux,Marché local,Virement,Livrée,2544
TXN007725,2024-10-05 16:00:00,Sorgho,54,922,CLI0179,Tchamba,Centrale,Vente directe,Chèque,Livrée,49788
TXN007726,2024-10-05 18:00:00,Haricot,66,2347,CLI0067,Tchamba,Centrale,Coopérative,Virement,Livrée,154902
TXN007727,2024-10-05 20:00:00,Igname,4,202,CLI0077,Cinkassé,Savanes,Grossiste,Mobile Money,Livrée,808
TXN007728,2024-10-05 22:00:00,Sorgho,74,1005,CLI0248,Tchamba,Centrale,Marché local,Chèque,Livrée,74370
TXN007729,2024-10-06 00:00:00,Soja,84,2192,CLI0068,Bassar,Centrale,Marché local,Virement,Livrée,184128
TXN007730,2024-10-06 02:00:00,Maïs,60,1329,CLI0099,Dapaong,Savanes,Export,Espèces,Retardée,79740
TXN007731,2024-10-06 04:00:00,Maïs,53,1453,CLI0324,Tchamba,Centrale,Marché local,Chèque,En cours,77009
TXN007732,2024-10-06 06:00:00,Riz,99,503,CLI0123,Atakpamé,Plateaux,Coopérative,Virement,En cours,49797
TXN007733,2024-10-06 08:00:00,Sorgho,74,376,CLI0033,Niamtougou,Kara,Vente directe,Crédit,Livrée,27824
TXN007734,2024-10-06 10:00:00,Sorgho,92,283,CLI0145,Kara,Kara,Vente directe,Chèque,Annulée,26036
TXN007735,2024-10-06 12:00:00,Manioc,15,462,CLI0496_DUP,Lomé,Maritime,Grossiste,Crédit,Livrée,6930
TXN007736,2024-10-06 14:00:00,Haricot,1,1419,CLI0310,Dapaong,Savanes,Grossiste,Chèque,Livrée,1419
TXN007737,2024-10-06 16:00:00,Arachide,22,2453,CLI0144,Kara,Kara,Coopérative,Virement,Livrée,53966
TXN007738,2024-10-06 18:00:00,Soja,91,1001,CLI0496_DUP,Atakpamé,Plateaux,Vente directe,Virement,Livrée,91091
TXN007739,2024-10-06 20:00:00,Soja,93,1094,CLI0195,Bassar,Centrale,Grossiste,Chèque,Livrée,101742
TXN007740,2024-10-06 22:00:00,Igname,15,1072,CLI0483,Sokodé,Centrale,Grossiste,Mobile Money,En cours,16080
TXN007741,2024-10-07 00:00:00,Riz,74,587,CLI0475,Cinkassé,Savanes,Export,Virement,Annulée,43438
TXN007742,2024-10-07 02:00:00,Maïs,84,2035,CLI0169,Kpalimé,Plateaux,Export,Chèque,Annulée,170940
TXN007743,2024-10-07 04:00:00,Igname,22,2203,CLI0183,Bassar,Centrale,Coopérative,Chèque,Livrée,48466
TXN007744,2024-10-07 06:00:00,Sorgho,50,1231,CLI0113,Kpalimé,Plateaux,Coopérative,Espèces,Livrée,61550
TXN007745,2024-10-07 08:00:00,Arachide,48,1849,CLI0276,Kara,Kara,Coopérative,Crédit,Livrée,88752
TXN007746,2024-10-07 10:00:00,Riz,73,1740,CLI0476,Niamtougou,Kara,Coopérative,Espèces,Annulée,127020
TXN007747,2024-10-07 12:00:00,Haricot,51,649,CLI0178,Atakpamé,Plateaux,Vente directe,Crédit,Annulée,33099
TXN007748,2024-10-07 14:00:00,Soja,96,541,CLI0291,Niamtougou,Kara,Marché local,Crédit,Livrée,51936
TXN007749,2024-10-07 16:00:00,Soja,17,1296,CLI0434,Tchamba,Centrale,Coopérative,Espèces,Livrée,22032
TXN007750,2024-10-07 18:00:00,Soja,83,1059,CLI0463,Bassar,Centrale,Export,Mobile Money,Livrée,87897
TXN007751,2024-10-07 20:00:00,Sorgho,91,2368,CLI0417,Atakpamé,Plateaux,Marché local,Chèque,En cours,215488
TXN007752,2024-10-07 22:00:00,Sorgho,51,501,CLI0138,Sokodé,Centrale,Marché local,Virement,Livrée,25551
TXN007753,2024-10-08 00:00:00,Sorgho,37,2219,CLI0489,Tchamba,Centrale,Vente directe,Chèque,Livrée,82103
TXN007754,2024-10-08 02:00:00,Manioc,98,1080,CLI0168,Dapaong,Savanes,Grossiste,Espèces,En cours,105840
TXN007755,2024-10-08 04:00:00,Maïs,49,2481,CLI0134,Lomé,Maritime,Marché local,Mobile Money,Livrée,121569
TXN007756,2024-10-08 06:00:00,Haricot,59,265,CLI0161,Dapaong,Savanes,Vente directe,Virement,Livrée,15635
TXN007757,2024-10-08 08:00:00,Soja,10,429,CLI0377,Kara,Kara,Vente directe,Virement,Retardée,4290
TXN007758,2024-10-08 10:00:00,Soja,30,1121,CLI0330,Tchamba,Centrale,Vente directe,Mobile Money,Livrée,33630
TXN007759,2024-10-08 12:00:00,Igname,85,2032,CLI0395,Tchamba,Centrale,Coopérative,Virement,Annulée,172720
TXN007760,2024-10-08 14:00:00,Manioc,21,250,CLI0172,Niamtougou,Kara,Grossiste,Virement,Livrée,5250
TXN007761,2024-10-08 16:00:00,Soja,34,586,CLI0470,Dapaong,Savanes,Coopérative,Mobile Money,Livrée,19924
TXN007762,2024-10-08 18:00:00,Haricot,73,1261,CLI0422,Kara,Kara,Export,Espèces,En cours,92053
TXN007763,2024-10-08 20:00:00,Soja,98,952,CLI0256,Atakpamé,Plateaux,Grossiste,Espèces,Retardée,93296
TXN007764,2024-10-08 22:00:00,Sorgho,50,1396,CLI0120,Atakpamé,Plateaux,Coopérative,Virement,En cours,69800
TXN007765,2024-10-09 00:00:00,Sorgho,76,1991,CLI0019,Cinkassé,Savanes,Grossiste,Espèces,Livrée,151316
TXN007766,2024-10-09 02:00:00,Maïs,47,1678,CLI0247,Kpalimé,Plateaux,Export,Espèces,Livrée,78866
TXN007767,2024-10-09 04:00:00,Haricot,85,2288,CLI0205,Niamtougou,Kara,Coopérative,Virement,Livrée,194480
TXN007768,2024-10-09 06:00:00,Haricot,84,2144,CLI0420,Kpalimé,Plateaux,Grossiste,Virement,Livrée,180096
TXN007769,2024-10-09 08:00:00,Soja,6,1352,CLI0067,Bassar,Centrale,Export,Espèces,Livrée,8112
TXN007770,2024-10-09 10:00:00,Riz,50,1277,CLI0342,Bassar,Centrale,Vente directe,Crédit,Livrée,63850
TXN007771,2024-10-09 12:00:00,Soja,63,2333,CLI0345,Lomé,Maritime,Grossiste,Mobile Money,Retardée,146979
TXN007772,2024-10-09 14:00:00,Soja,12,1438,CLI0387,Kpalimé,Plateaux,Export,Espèces,Annulée,17256
TXN007773,2024-10-09 16:00:00,Maïs,41,624,CLI0342,Tchamba,Centrale,Vente directe,Espèces,En cours,25584
TXN007774,2024-10-09 18:00:00,Riz,31,2436,CLI0108,Tône,Savanes,Export,Crédit,En cours,75516
TXN007775,2024-10-09 20:00:00,Igname,2,360,CLI0402,Tchamba,Centrale,Marché local,Chèque,En cours,720
TXN007776,2024-10-09 22:00:00,Soja,16,1764,CLI0302,Tchamba,Centrale,Export,Chèque,Livrée,28224
TXN007777,2024-10-10 00:00:00,Arachide,1,443,CLI0107,Tône,Savanes,Coopérative,Mobile Money,En cours,443
TXN007778,2024-10-10 02:00:00,Arachide,4,382,CLI0477,Tône,Savanes,Coopérative,Virement,Livrée,1528
TXN007779,2024-10-10 04:00:00,Haricot,47,743,CLI0337,Kpalimé,Plateaux,Coopérative,Espèces,En cours,34921
TXN007780,2024-10-10 06:00:00,Haricot,65,1771,CLI0460,Dapaong,Savanes,Coopérative,Crédit,Livrée,115115
TXN007781,2024-10-10 08:00:00,Riz,52,292,CLI0313,Niamtougou,Kara,Marché local,Virement,Livrée,15184
TXN007782,2024-10-10 10:00:00,Arachide,47,358,CLI0154,Cinkassé,Savanes,Marché local,Virement,En cours,16826
TXN007783,2024-10-10 12:00:00,Sorgho,99,637,CLI0349,Sokodé,Centrale,Marché local,Chèque,Livrée,63063
TXN007784,2024-10-10 14:00:00,Sorgho,77,505,CLI0300,Dapaong,Savanes,Vente directe,Espèces,Retardée,38885
TXN007785,2024-10-10 16:00:00,Riz,50,2173,CLI0236,Tône,Savanes,Grossiste,Mobile Money,Livrée,108650
TXN007786,2024-10-10 18:00:00,Igname,45,1181,CLI0211,Atakpamé,Plateaux,Coopérative,Crédit,Livrée,53145
TXN007787,2024-10-10 20:00:00,Soja,42,2088,CLI0286,Kpalimé,Plateaux,Grossiste,Espèces,Livrée,87696
TXN007788,2024-10-10 22:00:00,Haricot,95,542,CLI0423,Tône,Savanes,Coopérative,Virement,En cours,51490
TXN007789,2024-10-11 00:00:00,Riz,84,2088,CLI0494,Tchamba,Centrale,Coopérative,Virement,En cours,175392
TXN007790,2024-10-11 02:00:00,Arachide,56,2101,CLI0419,Bassar,Centrale,Coopérative,Mobile Money,Retardée,117656
TXN007791,2024-10-11 04:00:00,Riz,71,2405,CLI0345,Kpalimé,Plateaux,Marché local,Chèque,Livrée,170755
TXN007792,2024-10-11 06:00:00,Arachide,57,1333,CLI0281_DUP,Atakpamé,Plateaux,Vente directe,Mobile Money,Livrée,75981
TXN007793,2024-10-11 08:00:00,Haricot,33,564,CLI0319,Bassar,Centrale,Coopérative,Mobile Money,Livrée,18612
TXN007794,2024-10-11 10:00:00,Sorgho,28,2120,CLI0342,Niamtougou,Kara,Coopérative,Espèces,Livrée,59360
TXN007795,2024-10-11 12:00:00,Riz,44,2262,CLI0379,Kpalimé,Plateaux,Coopérative,Chèque,Livrée,99528
TXN007796,2024-10-11 14:00:00,Haricot,56,2400,CLI0208,Dapaong,Savanes,Export,Virement,Livrée,134400
TXN007797,2024-10-11 16:00:00,Haricot,44,731,CLI0186,Tchamba,Centrale,Coopérative,Chèque,Livrée,32164
TXN007798,2024-10-11 18:00:00,Manioc,84,1275,CLI0017,Lomé,Maritime,Marché local,Espèces,Annulée,107100
TXN007799,2024-10-11 20:00:00,Igname,96,1054,CLI0290,Niamtougou,Kara,Marché local,Espèces,Livrée,101184
TXN007800,2024-10-11 22:00:00,Arachide,73,668,CLI0254,Bassar,Centrale,Grossiste,Mobile Money,Livrée,48764
TXN007801,2024-10-12 00:00:00,Manioc,34,1544,CLI0446,Bassar,Centrale,Marché local,Espèces,Livrée,52496
TXN007802,2024-10-12 02:00:00,Sorgho,14,1078,CLI0456,Sokodé,Centrale,Grossiste,Chèque,En cours,15092
TXN007803,2024-10-12 04:00:00,Haricot,68,566,CLI0147,Bassar,Centrale,Vente directe,Mobile Money,Annulée,38488
TXN007804,2024-10-12 06:00:00,Haricot,29,2202,CLI0114,Niamtougou,Kara,Export,Mobile Money,Livrée,63858
TXN007805,2024-10-12 08:00:00,Soja,79,840,CLI0097,Tchamba,Centrale,Marché local,Mobile Money,Livrée,66360
TXN007806,2024-10-12 10:00:00,Arachide,17,1061,CLI0382,Niamtougou,Kara,Coopérative,Chèque,Livrée,18037
TXN007807,2024-10-12 12:00:00,Igname,83,1634,CLI0376,Kpalimé,Plateaux,Vente directe,Mobile Money,Livrée,135622
TXN007808,2024-10-12 14:00:00,Igname,9,788,CLI0395_DUP,Cinkassé,Savanes,Coopérative,Crédit,Livrée,7092
TXN007809,2024-10-12 16:00:00,Soja,27,1529,CLI0322,Tchamba,Centrale,Grossiste,Crédit,Annulée,41283
TXN007810,2024-10-12 18:00:00,Sorgho,49,291,CLI0328,Tchamba,Centrale,Grossiste,Chèque,Livrée,14259
TXN007811,2024-10-12 20:00:00,Soja,79,657,CLI0349,Niamtougou,Kara,Export,Virement,Livrée,51903
TXN007812,2024-10-12 22:00:00,Haricot,37,1275,CLI0170,Tône,Savanes,Vente directe,Virement,Livrée,47175
TXN007813,2024-10-13 00:00:00,Arachide,28,2084,CLI0307,Kara,Kara,Grossiste,Mobile Money,Livrée,58352
TXN007814,2024-10-13 02:00:00,Maïs,50,1344,CLI0199,Kpalimé,Plateaux,Coopérative,Chèque,Livrée,67200
TXN007815,2024-10-13 04:00:00,Arachide,55,2194,CLI0177,Tchamba,Centrale,Marché local,Mobile Money,Livrée,120670
TXN007816,2024-10-13 06:00:00,Arachide,4,2114,CLI0124,Lomé,Maritime,Marché local,Mobile Money,Livrée,8456
TXN007817,2024-10-13 08:00:00,Manioc,85,2239,CLI0157,Aného,Maritime,Vente directe,Crédit,Livrée,190315
TXN007818,2024-10-13 10:00:00,Maïs,98,1715,CLI0286,Cinkassé,Savanes,Vente directe,Espèces,Retardée,168070
TXN007819,2024-10-13 12:00:00,Maïs,19,1603,CLI0235,Tône,Savanes,Grossiste,Chèque,Annulée,30457
TXN007820,2024-10-13 14:00:00,Maïs,37,586,CLI0294,Aného,Maritime,Marché local,Espèces,Livrée,21682
TXN007821,2024-10-13 16:00:00,Arachide,4,2181,CLI0018,Aného,Maritime,Export,Crédit,Livrée,8724
TXN007822,2024-10-13 18:00:00,Sorgho,37,1830,CLI0174,Dapaong,Savanes,Export,Espèces,Livrée,67710
TXN007823,2024-10-13 20:00:00,Maïs,51,1884,CLI0403,Dapaong,Savanes,Export,Crédit,Annulée,96084
TXN007824,2024-10-13 22:00:00,Riz,32,1512,CLI0381,Cinkassé,Savanes,Export,Virement,Livrée,48384
TXN007825,2024-10-14 00:00:00,Soja,45,1992,CLI0120,Aného,Maritime,Grossiste,Crédit,Livrée,89640
TXN007826,2024-10-14 02:00:00,Sorgho,12,570,CLI0096,Cinkassé,Savanes,Coopérative,Chèque,Livrée,6840
TXN007827,2024-10-14 04:00:00,Riz,41,2431,CLI0031,Bassar,Centrale,Export,Virement,Livrée,99671
TXN007828,2024-10-14 06:00:00,Arachide,56,971,CLI0097,Kpalimé,Plateaux,Grossiste,Mobile Money,Retardée,54376
TXN007829,2024-10-14 08:00:00,Arachide,80,1885,CLI0470,Dapaong,Savanes,Export,Chèque,Annulée,150800
TXN007830,2024-10-14 10:00:00,Riz,14,404,CLI0046,Kara,Kara,Export,Chèque,Retardée,5656
TXN007831,2024-10-14 12:00:00,Manioc,54,1153,CLI0236,Tône,Savanes,Coopérative,Chèque,Livrée,62262
TXN007832,2024-10-14 14:00:00,Manioc,63,2419,CLI0337,Kpalimé,Plateaux,Export,Espèces,Livrée,152397
TXN007833,2024-10-14 16:00:00,Riz,65,1024,CLI0285,Tône,Savanes,Grossiste,Espèces,Livrée,66560
TXN007834,2024-10-14 18:00:00,Igname,58,421,CLI0134,Niamtougou,Kara,Grossiste,Mobile Money,Livrée,24418
TXN007835,2024-10-14 20:00:00,Manioc,96,1391,CLI0260,Niamtougou,Kara,Marché local,Espèces,Livrée,133536
TXN007836,2024-10-14 22:00:00,Soja,21,1279,CLI0375_DUP,Tône,Savanes,Vente directe,Chèque,En cours,26859
TXN007837,2024-10-15 00:00:00,Soja,4,1798,CLI0180,Dapaong,Savanes,Export,Crédit,En cours,7192
TXN007838,2024-10-15 02:00:00,Igname,73,2108,CLI0267,Tchamba,Centrale,Export,Mobile Money,Livrée,153884
TXN007839,2024-10-15 04:00:00,Arachide,46,366,CLI0084,Tône,Savanes,Grossiste,Mobile Money,Livrée,16836
TXN007840,2024-10-15 06:00:00,Manioc,86,1742,CLI0410,Atakpamé,Plateaux,Export,Chèque,Livrée,149812
TXN007841,2024-10-15 08:00:00,Igname,12,341,CLI0156,Atakpamé,Plateaux,Grossiste,Virement,Livrée,4092
TXN007842,2024-10-15 10:00:00,Maïs,30,2372,CLI0490,Tchamba,Centrale,Marché local,Espèces,Retardée,71160
TXN007843,2024-10-15 12:00:00,Igname,94,289,CLI0328,Kara,Kara,Export,Virement,Livrée,27166
TXN007844,2024-10-15 14:00:00,Riz,96,510,CLI0346,Kara,Kara,Marché local,Chèque,Livrée,48960
TXN007845,2024-10-15 16:00:00,Soja,60,1594,CLI0097,Atakpamé,Plateaux,Marché local,Virement,Livrée,95640
TXN007846,2024-10-15 18:00:00,Igname,71,2463,CLI0183,Tchamba,Centrale,Vente directe,Chèque,Livrée,174873
TXN007847,2024-10-15 20:00:00,Haricot,81,1409,CLI0327,Tône,Savanes,Grossiste,Espèces,En cours,114129
TXN007848,2024-10-15 22:00:00,Manioc,65,1082,CLI0378,Tône,Savanes,Marché local,Espèces,Livrée,70330
TXN007849,2024-10-16 00:00:00,Haricot,14,960,CLI0087,Bassar,Centrale,Grossiste,Mobile Money,Livrée,13440
TXN007850,2024-10-16 02:00:00,Manioc,44,2343,CLI0135,Tchamba,Centrale,Vente directe,Virement,Livrée,103092
TXN007851,2024-10-16 04:00:00,Igname,26,1559,CLI0090,Tchamba,Centrale,Grossiste,Virement,Livrée,40534
TXN007852,2024-10-16 06:00:00,Igname,91,1738,CLI0488,Dapaong,Savanes,Vente directe,Virement,Livrée,158158
TXN007853,2024-10-16 08:00:00,Soja,16,348,CLI0089,Niamtougou,Kara,Export,Virement,Livrée,5568
TXN007854,2024-10-16 10:00:00,Soja,7,914,CLI0293,Tône,Savanes,Vente directe,Crédit,Livrée,6398
TXN007855,2024-10-16 12:00:00,Igname,32,1625,CLI0446,Cinkassé,Savanes,Vente directe,Mobile Money,Livrée,52000
TXN007856,2024-10-16 14:00:00,Maïs,89,1917,CLI0399,Tchamba,Centrale,Vente directe,Mobile Money,Annulée,170613
TXN007857,2024-10-16 16:00:00,Manioc,95,1554,CLI0085_DUP,Tône,Savanes,Coopérative,Crédit,Livrée,147630
TXN007858,2024-10-16 18:00:00,Igname,16,1450,CLI0395,Kara,Kara,Marché local,Virement,Livrée,23200
TXN007859,2024-10-16 20:00:00,Manioc,78,2027,CLI0017,Sokodé,Centrale,Grossiste,Crédit,En cours,158106
TXN007860,2024-10-16 22:00:00,Sorgho,89,1732,CLI0242,Tchamba,Centrale,Grossiste,Virement,Livrée,154148
TXN007861,2024-10-17 00:00:00,Arachide,62,1701,CLI0004,Bassar,Centrale,Coopérative,Crédit,Livrée,105462
TXN007862,2024-10-17 02:00:00,Maïs,30,1651,CLI0281,Tône,Savanes,Export,Mobile Money,En cours,49530
TXN007863,2024-10-17 04:00:00,Soja,71,649,CLI0471,Cinkassé,Savanes,Marché local,Crédit,Livrée,46079
TXN007864,2024-10-17 06:00:00,Haricot,12,2035,CLI0238,Kpalimé,Plateaux,Marché local,Chèque,En cours,24420
TXN007865,2024-10-17 08:00:00,Soja,67,289,CLI0478,Tchamba,Centrale,Marché local,Virement,En cours,19363
TXN007866,2024-10-17 10:00:00,Riz,91,375,CLI0089,Tchamba,Centrale,Marché local,Crédit,Livrée,34125
TXN007867,2024-10-17 12:00:00,Arachide,46,1643,CLI0113,Dapaong,Savanes,Coopérative,Virement,Livrée,75578
TXN007868,2024-10-17 14:00:00,Soja,83,1955,CLI0142,Bassar,Centrale,Grossiste,Espèces,Livrée,162265
TXN007869,2024-10-17 16:00:00,Manioc,43,2213,CLI0051,Kara,Kara,Export,Virement,Livrée,95159
TXN007870,2024-10-17 18:00:00,Soja,55,1489,CLI0208,Kara,Kara,Export,Crédit,Annulée,81895
TXN007871,2024-10-17 20:00:00,Igname,45,703,CLI0281_DUP,Niamtougou,Kara,Export,Virement,Livrée,31635
TXN007872,2024-10-17 22:00:00,Manioc,60,1155,CLI0125_DUP,Cinkassé,Savanes,Coopérative,Chèque,Livrée,69300
TXN007873,2024-10-18 00:00:00,Manioc,71,1500,CLI0270,Tône,Savanes,Coopérative,Chèque,Livrée,106500
TXN007874,2024-10-18 02:00:00,Maïs,80,2347,CLI0263,Atakpamé,Plateaux,Vente directe,Crédit,Livrée,187760
TXN007875,2024-10-18 04:00:00,Soja,32,1665,CLI0186,Lomé,Maritime,Coopérative,Crédit,Annulée,53280
TXN007876,2024-10-18 06:00:00,Maïs,8,624,CLI0221,Cinkassé,Savanes,Marché local,Virement,Livrée,4992
TXN007877,2024-10-18 08:00:00,Haricot,77,2097,CLI0081,Bassar,Centrale,Grossiste,Mobile Money,Livrée,161469
TXN007878,2024-10-18 10:00:00,Haricot,62,1253,CLI0409,Tône,Savanes,Export,Chèque,Livrée,77686
TXN007879,2024-10-18 12:00:00,Arachide,75,1105,CLI0086,Dapaong,Savanes,Coopérative,Chèque,Livrée,82875
TXN007880,2024-10-18 14:00:00,Manioc,20,2086,CLI0104,Sokodé,Centrale,Grossiste,Espèces,Livrée,41720
TXN007881,2024-10-18 16:00:00,Igname,18,850,CLI0284,Cinkassé,Savanes,Marché local,Espèces,Livrée,15300
TXN007882,2024-10-18 18:00:00,Igname,6,1197,CLI0460,Niamtougou,Kara,Coopérative,Mobile Money,Livrée,7182
TXN007883,2024-10-18 20:00:00,Haricot,84,2126,CLI0461,Bassar,Centrale,Coopérative,Chèque,Livrée,178584
TXN007884,2024-10-18 22:00:00,Arachide,96,1410,CLI0121,Cinkassé,Savanes,Grossiste,Crédit,En cours,135360
TXN007885,2024-10-19 00:00:00,Soja,29,2387,CLI0352,Dapaong,Savanes,Marché local,Chèque,Livrée,69223
TXN007886,2024-10-19 02:00:00,Arachide,4,568,CLI0440,Atakpamé,Plateaux,Coopérative,Crédit,Livrée,2272
TXN007887,2024-10-19 04:00:00,Arachide,71,2247,CLI0189,Cinkassé,Savanes,Grossiste,Crédit,Livrée,159537
TXN007888,2024-10-19 06:00:00,Soja,43,458,CLI0229,Kara,Kara,Marché local,Mobile Money,En cours,19694
TXN007889,2024-10-19 08:00:00,Maïs,84,1836,CLI0386,Sokodé,Centrale,Coopérative,Chèque,Livrée,154224
TXN007890,2024-10-19 10:00:00,Maïs,34,1767,CLI0131,Kara,Kara,Coopérative,Virement,Annulée,60078
TXN007891,2024-10-19 12:00:00,Manioc,71,1344,CLI0171,Sokodé,Centrale,Export,Chèque,Livrée,95424
TXN007892,2024-10-19 14:00:00,Igname,33,217,CLI0330,Dapaong,Savanes,Vente directe,Chèque,En cours,7161
TXN007893,2024-10-19 16:00:00,Manioc,15,1532,CLI0035,Tône,Savanes,Marché local,Espèces,Livrée,22980
TXN007894,2024-10-19 18:00:00,Soja,96,2103,CLI0201,Cinkassé,Savanes,Grossiste,Mobile Money,Livrée,201888
TXN007895,2024-10-19 20:00:00,Soja,86,1856,CLI0168,Tchamba,Centrale,Export,Virement,Livrée,159616
TXN007896,2024-10-19 22:00:00,Sorgho,40,309,CLI0069_DUP,Niamtougou,Kara,Coopérative,Virement,Annulée,12360
TXN007897,2024-10-20 00:00:00,Sorgho,93,530,CLI0010_DUP,Tône,Savanes,Grossiste,Virement,Livrée,49290
TXN007898,2024-10-20 02:00:00,Riz,89,1796,CLI0246,Dapaong,Savanes,Export,Crédit,En cours,159844
TXN007899,2024-10-20 04:00:00,Igname,5,1145,CLI0224,Bassar,Centrale,Export,Mobile Money,En cours,5725
TXN007900,2024-10-20 06:00:00,Haricot,78,1487,CLI0341,Kara,Kara,Vente directe,Espèces,Livrée,115986
TXN007901,2024-10-20 08:00:00,Manioc,50,467,CLI0440,Aného,Maritime,Export,Crédit,Retardée,23350
TXN007902,2024-10-20 10:00:00,Arachide,99,634,CLI0150,Kara,Kara,Marché local,Virement,Annulée,62766
TXN007903,2024-10-20 12:00:00,Haricot,66,2235,CLI0356,Bassar,Centrale,Vente directe,Crédit,Livrée,147510
TXN007904,2024-10-20 14:00:00,Riz,89,2141,CLI0373,Kara,Kara,Vente directe,Crédit,Livrée,190549
TXN007905,2024-10-20 16:00:00,Haricot,54,1813,CLI0412,Lomé,Maritime,Coopérative,Virement,En cours,97902
TXN007906,2024-10-20 18:00:00,Igname,80,918,CLI0252,Atakpamé,Plateaux,Coopérative,Virement,Livrée,73440
TXN007907,2024-10-20 20:00:00,Igname,46,2431,CLI0014,Sokodé,Centrale,Marché local,Espèces,Annulée,111826
TXN007908,2024-10-20 22:00:00,Igname,80,940,CLI0215,Tône,Savanes,Grossiste,Mobile Money,Retardée,75200
TXN007909,2024-10-21 00:00:00,Riz,11,1799,CLI0020,Tône,Savanes,Marché local,Chèque,Livrée,19789
TXN007910,2024-10-21 02:00:00,Maïs,49,1549,CLI0488,Bassar,Centrale,Vente directe,Chèque,Livrée,75901
TXN007911,2024-10-21 04:00:00,Arachide,99,1790,CLI0436,Niamtougou,Kara,Coopérative,Chèque,En cours,177210
TXN007912,2024-10-21 06:00:00,Igname,23,1004,CLI0321,Bassar,Centrale,Marché local,Espèces,Annulée,23092
TXN007913,2024-10-21 08:00:00,Maïs,55,616,CLI0052,Dapaong,Savanes,Coopérative,Crédit,Livrée,33880
TXN007914,2024-10-21 10:00:00,Igname,5,1081,CLI0357,Niamtougou,Kara,Marché local,Virement,Retardée,5405
TXN007915,2024-10-21 12:00:00,Sorgho,64,990,CLI0348,Atakpamé,Plateaux,Marché local,Mobile Money,Livrée,63360
TXN007916,2024-10-21 14:00:00,Riz,35,2175,CLI0326,Tône,Savanes,Export,Chèque,Livrée,76125
TXN007917,2024-10-21 16:00:00,Haricot,93,1926,CLI0219,Niamtougou,Kara,Marché local,Mobile Money,Livrée,179118
TXN007918,2024-10-21 18:00:00,Sorgho,69,2127,CLI0492_DUP,Tchamba,Centrale,Coopérative,Mobile Money,En cours,146763
TXN007919,2024-10-21 20:00:00,Arachide,54,2008,CLI0405,Kpalimé,Plateaux,Marché local,Virement,Livrée,108432
TXN007920,2024-10-21 22:00:00,Igname,3,1830,CLI0019,Kpalimé,Plateaux,Grossiste,Espèces,Livrée,5490
TXN007921,2024-10-22 00:00:00,Arachide,6,2337,CLI0294,Bassar,Centrale,Export,Virement,Livrée,14022
TXN007922,2024-10-22 02:00:00,Manioc,87,1298,CLI0015,Niamtougou,Kara,Marché local,Espèces,Retardée,112926
TXN007923,2024-10-22 04:00:00,Igname,56,1490,CLI0326,Kpalimé,Plateaux,Grossiste,Crédit,Livrée,83440
TXN007924,2024-10-22 06:00:00,Soja,2,2044,CLI0158,Bassar,Centrale,Coopérative,Mobile Money,Livrée,4088
TXN007925,2024-10-22 08:00:00,Maïs,82,625,CLI0104,Sokodé,Centrale,Grossiste,Chèque,Livrée,51250
TXN007926,2024-10-22 10:00:00,Manioc,94,1082,CLI0282,Atakpamé,Plateaux,Export,Mobile Money,Livrée,101708
TXN007927,2024-10-22 12:00:00,Haricot,38,2037,CLI0147,Tône,Savanes,Coopérative,Virement,En cours,77406
TXN007928,2024-10-22 14:00:00,Manioc,56,985,CLI0085_DUP,Tchamba,Centrale,Marché local,Espèces,Retardée,55160
TXN007929,2024-10-22 16:00:00,Haricot,5,734,CLI0068,Kpalimé,Plateaux,Marché local,Crédit,Livrée,3670
TXN007930,2024-10-22 18:00:00,Maïs,46,1834,CLI0156_DUP,Niamtougou,Kara,Grossiste,Crédit,Livrée,84364
TXN007931,2024-10-22 20:00:00,Maïs,11,484,CLI0069,Tchamba,Centrale,Marché local,Espèces,Retardée,5324
